交易日期,產品名稱,加權平均價(元/公斤),總交易量(公斤)
2025/10/12,胡瓜,9.26,4172.0
2025/10/12,胡蘿蔔,12.168421052631578,6384.0
2025/10/12,芋,32.41,324.0
2025/10/12,芥菜,17.78160621761658,1158.0
2025/10/12,芥藍菜,40.67068237205523,1231.0
2025/10/12,芫荽,67.78,144.0
2025/10/12,花椰菜,31.57,1308.0
2025/10/12,花胡瓜,25.217114691031497,4159.0
2025/10/12,芹菜,111.79641025641028,390.0
2025/10/12,苦瓜,60.12656167979003,1524.0
2025/10/12,茄子,47.41055118110236,508.0
2025/10/12,茭白筍,88.60454545454544,264.0
2025/10/12,菜豆,34.24,220.0
2025/10/12,菠菜,81.04,979.0
2025/10/12,萵苣菜,53.667455683003126,1918.0
2025/10/12,蓮藕,22.0,150.0
2025/10/12,蕹菜,24.9,1025.0
2025/10/12,薑,44.0,216.0
2025/10/12,薯蕷,97.24770186335404,161.0
2025/10/12,蘆筍,163.62745098039215,51.0
2025/10/12,蘿蔔,7.567738693467336,4975.0
2025/10/12,蠔菇,50.0,24.0
2025/10/12,豌豆,3.0,8.0
2025/10/12,辣椒,74.16976833976834,259.0
2025/10/12,隼人瓜,9.58,520.0
2025/10/12,青江白菜,47.92,500.0
2025/10/12,青花苔,68.1103565810173,1907.0
2025/10/12,青蔥,162.67,526.0
2025/10/12,馬鈴薯,20.09,1824.0
2025/10/12,黃秋葵,23.9,1349.0
2025/10/14,九層塔,20.28,465.0
2025/10/14,其他,102.72,343.0
2025/10/14,冬瓜,12.08,1094.0
2025/10/14,包心白菜,15.569345898004435,4510.0
2025/10/14,南瓜,19.76900903013956,8527.0
2025/10/14,大蒜,92.36675958188154,287.0
2025/10/14,小白菜,56.52314814814815,864.0
2025/10/14,巴西利,82.0,100.0
2025/10/14,扁蒲,3.626670702179176,3304.0
2025/10/14,敏豆,52.93408908045977,3480.0
2025/10/14,杏鮑菇,12.48,450.0
2025/10/14,油菜,42.36,537.0
2025/10/14,洋蔥,24.92513157894737,2128.0
2025/10/14,玉米,9.798122133719524,4143.0
2025/10/14,甘藍,28.674215814766274,13734.0
2025/10/14,甘藷,22.980305010893243,918.0
2025/10/14,甘藷葉,33.67,913.0
2025/10/14,甜椒,45.16429864253394,1989.0
2025/10/14,番茄,55.99000000000001,5946.0
2025/10/14,皇宮菜,34.79,238.0
2025/10/14,竹筍,37.5,240.0
2025/10/14,絲瓜,16.60198114279223,8803.0
2025/10/14,胡瓜,10.68,3031.0
2025/10/14,胡蘿蔔,11.98,5600.0
2025/10/14,芋,41.57209302325581,344.0
2025/10/14,芥菜,12.261841155234658,2493.0
2025/10/14,芥藍菜,43.73499568593616,1159.0
2025/10/14,芫荽,119.69,113.0
2025/10/14,花椰菜,31.75,1849.0
2025/10/14,花胡瓜,23.23028479312197,3722.0
2025/10/14,芹菜,96.22709401709402,702.0
2025/10/14,苦瓜,61.6126375,1600.0
2025/10/14,茄子,51.27789592760181,1326.0
2025/10/14,茭白筍,97.18766016713091,359.0
2025/10/14,莧菜,44.89,83.0
2025/10/14,菜豆,43.73,177.0
2025/10/14,菠菜,86.54,1079.0
2025/10/14,萵苣菜,74.03195618153363,1917.0
2025/10/14,落花生,35.0,40.0
2025/10/14,蕹菜,40.52,725.0
2025/10/14,薑,37.285714285714285,252.0
2025/10/14,薯蕷,95.83,218.0
2025/10/14,蘆筍,221.94454545454545,77.0
2025/10/14,蘿蔔,8.686286836935166,5090.0
2025/10/14,豌豆,3.0,68.0
2025/10/14,辣椒,124.59018126888218,331.0
2025/10/14,隼人瓜,17.0,240.0
2025/10/14,青江白菜,63.90999999999999,293.0
2025/10/14,青花苔,65.58059012444801,2491.0
2025/10/14,青蔥,172.19,619.0
2025/10/14,韭菜,65.0,12.0
2025/10/14,馬鈴薯,21.16,1632.0
2025/10/14,黃秋葵,25.16,1946.0
2025/10/15,九層塔,24.510000000000005,347.0
2025/10/15,其他,94.46,371.0
2025/10/15,冬瓜,13.26,881.0
2025/10/15,包心白菜,12.644893617021276,3384.0
2025/10/15,南瓜,19.455760894896297,8582.0
2025/10/15,大蒜,104.56180555555557,216.0
2025/10/15,小白菜,45.11227937468482,1983.0
2025/10/15,扁蒲,3.800279667422525,2646.0
2025/10/15,敏豆,42.86878662530162,2901.0
2025/10/15,杏鮑菇,38.18,1570.0
2025/10/15,油菜,41.16,841.0
2025/10/15,洋菇,20.0,25.0
2025/10/15,洋蔥,19.380374029640084,2834.0
2025/10/15,洛神花,20.0,10.0
2025/10/15,玉米,10.720531744212698,4363.0
2025/10/15,甘藍,23.767575830524795,16616.0
2025/10/15,甘藷,27.68799386503068,1630.0
2025/10/15,甘藷葉,27.46,1322.0
2025/10/15,甜椒,48.90935634874195,3418.0
2025/10/15,番茄,49.2,4140.0
2025/10/15,皇宮菜,23.21,265.0
2025/10/15,竹筍,31.5,40.0
2025/10/15,筍茸,10.0,36.0
2025/10/15,紅鳳菜,35.0,15.0
2025/10/15,絲瓜,16.50925382552453,6339.0
2025/10/15,胡瓜,14.38,1711.0
2025/10/15,胡蘿蔔,12.587813620071683,4464.0
2025/10/15,芋,27.74,114.0
2025/10/15,芥菜,8.253734939759036,1162.0
2025/10/15,芥藍菜,40.85255033557047,1192.0
2025/10/15,芫荽,64.76,227.0
2025/10/15,花椰菜,31.17,1466.0
2025/10/15,花胡瓜,28.16343283582089,2613.0
2025/10/15,芹菜,78.76699248120302,665.0
2025/10/15,苦瓜,63.6400274473925,1093.0
2025/10/15,茄子,47.68982456140351,1368.0
2025/10/15,茭白筍,56.5628313253012,166.0
2025/10/15,莧菜,50.0,50.0
2025/10/15,菜豆,52.0,25.0
2025/10/15,菠菜,63.49,1838.0
2025/10/15,萵苣菜,51.11207570977918,3170.0
2025/10/15,蕹菜,25.58,1698.0
2025/10/15,薑,30.4,360.0
2025/10/15,薯蕷,85.20779816513763,218.0
2025/10/15,蘆筍,245.4716981132076,53.0
2025/10/15,蘿蔔,6.19636524822695,9024.0
2025/10/15,蠔菇,35.0,24.0
2025/10/15,豌豆,20.0,4.0
2025/10/15,辣椒,91.80986940298509,536.0
2025/10/15,隼人瓜,16.18,419.0
2025/10/15,青江白菜,51.12,470.0
2025/10/15,青花苔,61.10168053904083,2523.0
2025/10/15,青蔥,137.47869346733668,796.0
2025/10/15,香茅,20.0,40.0
2025/10/15,馬鈴薯,23.41,2256.0
2025/10/15,黃秋葵,26.47,1042.0
2025/10/16,九層塔,19.42,548.0
2025/10/16,其他,31.38,1863.0
2025/10/16,冬瓜,12.96,1346.0
2025/10/16,包心白菜,9.954032951289395,4188.0
2025/10/16,南瓜,18.31509757124807,7123.0
2025/10/16,大蒜,74.43137254901961,255.0
2025/10/16,小白菜,33.26143421052632,1520.0
2025/10/16,扁蒲,4.202174757281553,2060.0
2025/10/16,敏豆,51.945546218487394,2380.0
2025/10/16,杏鮑菇,21.54,630.0
2025/10/16,油菜,29.47824324324324,1184.0
2025/10/16,洋蔥,22.39407766990292,2266.0
2025/10/16,玉米,10.1547057793345,5710.0
2025/10/16,球莖甘藍,5.75,160.0
2025/10/16,甘藍,24.446917261654768,9524.0
2025/10/16,甘藷,31.969252873563228,522.0
2025/10/16,甘藷葉,23.89,1400.0
2025/10/16,甜椒,36.72099255583127,2821.0
2025/10/16,番茄,47.29462680326155,4783.0
2025/10/16,皇宮菜,24.5,270.0
2025/10/16,竹筍,28.0,40.0
2025/10/16,絲瓜,13.445350532809872,5349.0
2025/10/16,胡瓜,18.9,1890.0
2025/10/16,胡蘿蔔,15.545511506037824,4389.0
2025/10/16,芋,26.640000000000004,420.0
2025/10/16,芥菜,9.221818181818184,1100.0
2025/10/16,芥藍菜,32.61857142857142,1113.0
2025/10/16,芫荽,78.99,129.0
2025/10/16,花椰菜,31.77,2066.0
2025/10/16,花胡瓜,32.661226277372265,2055.0
2025/10/16,芹菜,103.02863179074446,497.0
2025/10/16,苦瓜,53.969728292971055,1693.0
2025/10/16,茄子,39.419137737961925,893.0
2025/10/16,茭白筍,85.37,108.0
2025/10/16,莧菜,12.0,108.0
2025/10/16,菜豆,35.51,89.0
2025/10/16,菠菜,50.47,1760.0
2025/10/16,萊豆,200.0,20.0
2025/10/16,萵苣菜,39.31944258639911,2691.0
2025/10/16,蕹菜,26.950000000000003,651.0
2025/10/16,薑,38.55555555555556,162.0
2025/10/16,薯蕷,115.05743902439023,246.0
2025/10/16,蘆筍,213.4782608695652,46.0
2025/10/16,蘿蔔,6.17516129032258,6975.0
2025/10/16,豌豆,5.0,52.0
2025/10/16,辣椒,77.47144620811287,567.0
2025/10/16,隼人瓜,10.6,400.0
2025/10/16,青江白菜,49.78,275.0
2025/10/16,青花苔,64.62650224215247,1338.0
2025/10/16,青蔥,157.44,403.0
2025/10/16,香茅,20.0,20.0
2025/10/16,馬鈴薯,18.19862068965517,2668.0
2025/10/16,黃秋葵,28.14,837.0
2025/10/17,九層塔,14.55,455.0
2025/10/17,其他,48.61,1332.0
2025/10/17,冬瓜,8.67,1234.0
2025/10/17,包心白菜,9.707695542472669,4756.0
2025/10/17,南瓜,18.38941800418701,7165.0
2025/10/17,大蒜,109.0909090909091,88.0
2025/10/17,小白菜,23.38665334094803,1751.0
2025/10/17,巴西利,100.0,18.0
2025/10/17,扁蒲,3.2128040658955483,2853.0
2025/10/17,敏豆,55.43603095975232,1615.0
2025/10/17,杏鮑菇,35.99,668.0
2025/10/17,油菜,29.23,1033.0
2025/10/17,洋蔥,24.90072217502124,1177.0
2025/10/17,玉米,10.825391211146838,7464.0
2025/10/17,球莖甘藍,3.0,180.0
2025/10/17,甘藍,20.838887592603395,17143.0
2025/10/17,甘藷,33.322494669509595,469.0
2025/10/17,甘藷葉,17.23,1352.0
2025/10/17,甜椒,52.31732786885246,1220.0
2025/10/17,番茄,61.74,3890.0
2025/10/17,百合,166.0,5.0
2025/10/17,皇宮菜,18.71,346.0
2025/10/17,秀珍菇,15.0,18.0
2025/10/17,竹筍,23.83,206.0
2025/10/17,絲瓜,14.326745628877608,5319.0
2025/10/17,胡瓜,20.74,1849.0
2025/10/17,胡蘿蔔,15.458811104405552,6628.0
2025/10/17,芋,55.0,120.0
2025/10/17,芥菜,13.1466757493188,734.0
2025/10/17,芥藍菜,29.97034018426648,1411.0
2025/10/17,芫荽,77.23,188.0
2025/10/17,花椰菜,30.52,1455.0
2025/10/17,花胡瓜,38.88221832749123,1997.0
2025/10/17,芹菜,73.53726027397259,730.0
2025/10/17,苦瓜,62.93202365308804,761.0
2025/10/17,茄子,58.63822629969419,654.0
2025/10/17,茭白筍,90.44912213740456,262.0
2025/10/17,莧菜,8.0,72.0
2025/10/17,菜豆,32.0,50.0
2025/10/17,菠菜,40.34,2575.0
2025/10/17,萵苣菜,34.20297391304348,2875.0
2025/10/17,蕹菜,28.930000000000003,693.0
2025/10/17,薑,50.716235294117645,170.0
2025/10/17,薯蕷,103.6154601226994,489.0
2025/10/17,蘆筍,201.5936363636364,22.0
2025/10/17,蘿蔔,5.184284873454973,8495.0
2025/10/17,豌豆,50.0,10.0
2025/10/17,辣椒,98.4841232227488,211.0
2025/10/17,隼人瓜,14.67,240.0
2025/10/17,青江白菜,39.57,575.0
2025/10/17,青花苔,68.38894683026585,1956.0
2025/10/17,青蔥,131.04,802.0
2025/10/17,韭菜,30.0,9.0
2025/10/17,馬鈴薯,15.545869311551929,3428.0
2025/10/17,黃秋葵,31.3,685.0
2025/10/18,九層塔,11.03,478.0
2025/10/18,其他,119.03000000000002,186.0
2025/10/18,其他菇類,64.0,36.0
2025/10/18,冬瓜,10.340000000000002,855.0
2025/10/18,包心白菜,7.341530920060331,2652.0
2025/10/18,南瓜,17.184768481978427,7602.0
2025/10/18,大蒜,80.64853658536586,246.0
2025/10/18,小白菜,29.12533943965517,1856.0
2025/10/18,巴西利,210.0,15.0
2025/10/18,扁蒲,3.741926140477915,1381.0
2025/10/18,敏豆,46.974083859850666,1741.0
2025/10/18,杏鮑菇,20.0,810.0
2025/10/18,油菜,30.27,709.0
2025/10/18,洋蔥,21.16,1860.0
2025/10/18,玉米,7.625901714917941,10846.0
2025/10/18,甘藍,17.37525993608498,22217.0
2025/10/18,甘藷,31.888387096774192,1271.0
2025/10/18,甘藷葉,12.34,1417.0
2025/10/18,甜椒,41.207674418604654,1935.0
2025/10/18,番茄,63.318730553827,3214.0
2025/10/18,百合,176.0,10.0
2025/10/18,皇宮菜,11.23,415.0
2025/10/18,石蓮花,83.3,6.0
2025/10/18,竹筍,30.25,160.0
2025/10/18,絲瓜,12.377710944026733,4788.0
2025/10/18,胡瓜,16.57,1618.0
2025/10/18,胡蘿蔔,13.63326100433974,6452.0
2025/10/18,芋,48.6125,300.0
2025/10/18,芥菜,13.339124726477024,914.0
2025/10/18,芥藍菜,27.66388071895425,1224.0
2025/10/18,芫荽,57.55,204.0
2025/10/18,花椰菜,30.18766973280771,2283.0
2025/10/18,花胡瓜,39.96103957783641,1895.0
2025/10/18,芹菜,81.37807692307692,624.0
2025/10/18,苦瓜,52.06002684563759,2235.0
2025/10/18,茄子,39.97111368909513,1293.0
2025/10/18,茭白筍,89.05012552301255,239.0
2025/10/18,菜豆,25.8,50.0
2025/10/18,菠菜,51.05,1472.0
2025/10/18,萵苣菜,31.88435255354201,3035.0
2025/10/18,蓮藕,5.0,30.0
2025/10/18,蕹菜,14.14,1710.0
2025/10/18,薑,52.05434782608695,184.0
2025/10/18,薯蕷,83.42663157894737,570.0
2025/10/18,蘆筍,204.85294117647047,68.0
2025/10/18,蘿蔔,4.157461139896372,5790.0
2025/10/18,辣椒,63.85121281464531,437.0
2025/10/18,隼人瓜,16.0,240.0
2025/10/18,青江白菜,27.53,1487.0
2025/10/18,青花苔,48.97923650724002,2279.0
2025/10/18,青蔥,123.35,799.0
2025/10/18,馬鈴薯,17.77435974464889,2663.0
2025/10/18,黃秋葵,28.82,1128.0
2025/10/19,九層塔,19.45,140.0
2025/10/19,其他,35.72,1380.0
2025/10/19,其他菇類,50.0,10.0
2025/10/19,冬瓜,7.66,433.0
2025/10/19,包心白菜,11.771200873362446,916.0
2025/10/19,南瓜,20.67104935152434,5937.0
2025/10/19,大蒜,104.30576158940396,151.0
2025/10/19,小白菜,36.904033790918696,947.0
2025/10/19,巴西利,176.21,29.0
2025/10/19,扁蒲,3.001968169761273,3770.0
2025/10/19,敏豆,48.981916558018256,1534.0
2025/10/19,杏鮑菇,14.29,630.0
2025/10/19,油菜,28.68,1457.0
2025/10/19,洋蔥,26.294538514920195,1441.0
2025/10/19,玉米,7.936325178933875,9361.0
2025/10/19,球莖甘藍,3.0,146.0
2025/10/19,甘藍,18.30379371529964,17471.0
2025/10/19,甘藷,26.678,1000.0
2025/10/19,甘藷葉,19.7,1113.0
2025/10/19,甜椒,35.21152815013405,1492.0
2025/10/19,番茄,44.12,7750.0
2025/10/19,皇宮菜,12.94,270.0
2025/10/19,石蓮花,83.3,6.0
2025/10/19,竹筍,35.0,20.0
2025/10/19,絲瓜,19.49305211558308,3876.0
2025/10/19,胡瓜,21.29,1618.0
2025/10/19,胡蘿蔔,12.975750577367206,5196.0
2025/10/19,芋,51.24,194.0
2025/10/19,芥菜,13.064009797060882,1429.0
2025/10/19,芥藍菜,33.51917874396135,828.0
2025/10/19,芫荽,51.24,258.0
2025/10/19,花椰菜,30.52,1641.0
2025/10/19,花胡瓜,36.39047131147541,1952.0
2025/10/19,芹菜,60.81081632653061,490.0
2025/10/19,苦瓜,48.3455947535052,2211.0
2025/10/19,茄子,39.54166421207658,679.0
2025/10/19,茭白筍,101.49,194.0
2025/10/19,莧菜,33.93,162.0
2025/10/19,菜豆,28.36,44.0
2025/10/19,菠菜,79.22,498.0
2025/10/19,萊豆,200.0,17.0
2025/10/19,萵苣菜,38.68564932940792,3057.0
2025/10/19,蕹菜,35.16350993377484,302.0
2025/10/19,薑,43.31,169.0
2025/10/19,薯蕷,85.21,258.0
2025/10/19,蘆筍,239.9961111111112,36.0
2025/10/19,蘿蔔,5.225942028985506,3795.0
2025/10/19,豌豆,30.0,8.0
2025/10/19,辣椒,74.95166666666667,306.0
2025/10/19,隼人瓜,14.5,160.0
2025/10/19,青江白菜,29.380000000000003,1269.0
2025/10/19,青花苔,57.769344262295085,610.0
2025/10/19,青蔥,163.88,609.0
2025/10/19,香茅,20.0,10.0
